0.03477131,0.03377317,0.023540858,0.0060037705,-0.012809342,-0.014954774,0.059507534,0.21453513,0.40572503,0.59084624,0.74246126,0.8516513,0.91898394,0.9102387,0.8189395,0.6787741,0.50093925,0.31842503,0.16552989,0.058055338,-0.0029018163,-0.020043122,-0.010539422,0.02970938,0.047553126
-0.025875764,-0.027202854,-0.02227364,-0.0115242265,-0.0013186298,0.029689092,0.14771417,0.3663584,0.5839472,0.7461262,0.8560305,0.9197677,0.9161592,0.8322215,0.679949,0.4955075,0.3052377,0.14357217,0.03580301,-0.01218193,-0.00975927,0.01921789,0.021569613,0.0058722384,-0.010896582
0.0070271245,-0.011203786,-0.016529774,0.007973697,0.08267942,0.20320609,0.37196836,0.5812221,0.7572584,0.8660825,0.9140699,0.9060201,0.8323488,0.69009185,0.5031239,0.31651098,0.14704855,0.026728157,-0.033808682,-0.03997774,-0.014643479,0.016279722,0.030971821,0.02522655,0.005764785
-0.04664392,-0.06361629,-0.043789476,0.047257684,0.21484984,0.41327342,0.59479654,0.7278421,0.82551366,0.89964604,0.9333278,0.87821585,0.71817213,0.500841,0.291462,0.1348347,0.036992278,-0.017635064,-0.04353387,-0.037799843,-0.014522039,0.008272695,0.0041951193,-0.012005292,-0.053683933
-0.009562804,-0.018233651,0.04403162,0.18706998,0.38416347,0.60427785,0.7897027,0.89165187,0.9123198,0.89570284,0.84165776,0.7284216,0.5461787,0.32330582,0.13468267,0.02086395,-0.019174252,-0.024156047,-0.028987305,-0.027685374,-0.02348966,-0.019361433,-0.0078495415,0.0077302884,-0.02165467
-0.018326718,0.06126224,0.19185904,0.3599973,0.5557305,0.7402126,0.8807311,0.9379258,0.9122777,0.8361843,0.7175989,0.53381497,0.3210543,0.1511458,0.04490283,-0.0048918547,-0.025651071,-0.021157209,-0.003776648,0.011833715,0.0117607955,-0.002301177,-0.032321297,-0.04707917,-0.031435173
0.06211745,0.22867864,0.42359334,0.6100771,0.7675244,0.8810668,0.95022076,0.95528734,0.87444836,0.7245168,0.5376174,0.32704127,0.13686839,0.02508918,-0.019013463,-0.023317935,-0.013724962,-0.003427025,0.0009380393,0.008434078,0.011680121,0.0011132043,-0.03375368,-0.039597433,0.053602688
0.16797309,0.37476882,0.60393417,0.7843868,0.89010286,0.9313435,0.9179327,0.85097224,0.7312424,0.56600815,0.36478847,0.16083628,0.0110790115,-0.043402612,-0.02557235,0.014639577,0.031932443,0.025268873,0.010761322,-0.0010619424,-0.0030650701,0.008786941,0.004515631,0.040421702,0.16609547
0.41041613,0.6429192,0.847092,0.9532965,0.97618186,0.96475136,0.9084804,0.7741168,0.58112025,0.36843553,0.18542452,0.048071716,-0.02115238,-0.02638381,-0.0053122607,0.01915751,0.01864723,0.0078976955,0.0008691335,-0.002569606,-0.0019981838,-0.00012753904,0.058013473,0.19839045,0.41323745
0.5969013,0.7727326,0.91969943,0.990542,0.97256726,0.8836541,0.7365075,0.5343773,0.33296242,0.16352184,0.057010274,-0.0029385537,-0.019146886,-0.0058159158,0.01350145,0.018441878,0.0059543997,-0.015305877,-0.030695308,-0.026243594,0.0027003586,0.061800465,0.20663054,0.4120384,0.62277925
0.7952094,0.9171455,0.96920586,0.95060897,0.8621328,0.72431004,0.5544393,0.36252713,0.17616723,0.030238906,-0.040087126,-0.034665473,0.005266102,0.020308629,0.018481556,0.0033365432,-0.018624516,-0.035120852,-0.037634857,-0.0153458025,0.044591457,0.16341062,0.36408886,0.62751675,0.8410718
0.8883545,0.9436323,0.94172287,0.875763,0.7411034,0.5737263,0.3681785,0.15993348,0.031091107,-0.013592486,-0.010439712,0.010853524,0.019195782,0.008660478,0.0013537833,-0.0061760647,-0.018589318,-0.037971,-0.036734007,0.026475413,0.16495723,0.36551833,0.5940553,0.79986715,0.9323882
0.9507259,0.94511986,0.87483865,0.7378918,0.53956103,0.33206266,0.15858482,0.04782452,0.0056033414,-0.0005367361,0.0028218203,0.008399585,0.006705226,-0.004219277,-0.011053519,-0.012899287,-0.015791139,-0.0015922403,0.055477984,0.16961302,0.34351388,0.56508225,0.7823682,0.93148905,1.0082263
0.9075378,0.8466595,0.72553515,0.55052364,0.3259424,0.117326535,-0.018137138,-0.0419785,-0.0132094845,0.0068611484,0.011578264,-0.0016537812,-0.0265352,-0.02069563,-0.0052539054,0.0042712074,-0.0009489432,0.040847965,0.16678074,0.35830694,0.5841434,0.8047047,0.9499943,0.9827622,0.98222005
0.88903475,0.74018025,0.5402479,0.33236408,0.15277267,0.027829915,-0.018976921,-0.011201231,-0.009924265,-0.015172733,0.0023771152,0.018879728,0.015923861,0.0013751145,-0.018857596,-0.016698712,0.04605899,0.1923334,0.39707103,0.6055709,0.77653974,0.9001397,0.99277467,1.0114589,0.9596617
0.74720657,0.55534357,0.3417739,0.15766734,0.035151377,-0.020760238,-0.030701205,-0.007183589,0.01722875,0.017747272,0.013996644,0.010866672,0.0010761432,-0.007380884,0.008382348,0.06785883,0.18934157,0.379265,0.5992597,0.7900873,0.9134258,0.9649127,0.97468746,0.9195922,0.7967371
0.56579083,0.34169063,0.15296884,0.03505486,-0.017533947,-0.014821164,-0.0016815029,0.008740408,0.027562596,0.03818819,0.029377745,-0.0008354448,-0.026593242,0.004964331,0.094564095,0.22709808,0.38819948,0.57038516,0.750695,0.8958635,0.97627,0.98723143,0.941108,0.8017104,0.6031217
0.35081637,0.15795247,0.011431633,-0.04556531,-0.03519151,-0.0059628338,-0.003573686,-0.011859167,-0.0039083697,0.013046524,0.014987418,-0.0049977712,-0.014768641,0.056968864,0.20263404,0.38699305,0.5848628,0.7628361,0.8934194,0.96457404,0.9611912,0.90759474,0.7801808,0.5841902,0.37548918
0.14568748,0.012692414,-0.047755547,-0.046214305,-0.019182688,-0.014806094,-0.021731356,-0.019591482,-0.008468853,0.0089544095,0.0036193226,0.000202436,0.04973682,0.19013013,0.38772532,0.58988804,0.7679454,0.8881336,0.9430786,0.9409845,0.8863363,0.8056955,0.62950486,0.37397614,0.15448093
0.013010642,-0.041716874,-0.050069958,-0.02710101,-0.0018633362,0.005366329,0.006136209,-0.005677906,-0.026226077,-0.030640554,-0.011742914,0.061357103,0.19083819,0.37437025,0.56519204,0.7225885,0.8471188,0.9174196,0.9298061,0.881858,0.773452,0.6119518,0.38744062,0.14773278,0.008777944
0.004199693,0.0019231196,0.013354268,0.030790526,0.04194743,0.051463578,0.05189607,0.029014071,0.00067091733,0.0020951107,0.06603906,0.20365018,0.38984272,0.5847782,0.7369714,0.8407361,0.9068223,0.9180284,0.8684351,0.7580174,0.5868124,0.37335017,0.16998626,0.039747704,-0.005785728
-0.00021520257,0.00690818,0.00301407,-0.005482478,-0.0051100757,-0.011686215,-0.008976106,-0.0057387594,0.008574901,0.06567475,0.17677957,0.34722424,0.5448714,0.725434,0.8532134,0.91670614,0.9186199,0.85248727,0.72917736,0.5555746,0.35129017,0.17511377,0.054210976,0.0042350674,0.0059071425
-0.014395153,-0.013638943,-0.008683784,-0.0032075606,-0.0015278868,-0.018211348,-0.025318192,-0.028433437,0.021420976,0.16703743,0.35878447,0.5589913,0.7244707,0.8243908,0.8702677,0.8788289,0.8395524,0.71717787,0.52730846,0.316611,0.13043205,0.033525534,0.0003130529,-0.009878768,-0.011253411
0.030107444,0.02103846,0.011793764,0.0021476448,-0.01267634,-0.011816535,0.010271236,0.060958818,0.19232166,0.3804229,0.5698888,0.7358851,0.8494488,0.8951409,0.8831449,0.8276196,0.7156797,0.53914756,0.3361598,0.15646929,0.030593134,-0.029266741,-0.018193673,0.02176763,0.037577502
