Fold 0 Train,Fold 0 Val,Fold 1 Train,Fold 1 Val,Fold 2 Train,Fold 2 Val,Fold 3 Train,Fold 3 Val
0.23323678970336914,0.25507065653800964,0.015293034724891186,0.0361776202917099,0.008305499330163002,0.04080422967672348,0.004588027019053698,0.026487896218895912
0.08584608137607574,0.17421358823776245,0.013522020541131496,0.0421697236597538,0.007816006429493427,0.02709817700088024,0.004339100327342749,0.04140185937285423
0.05674673616886139,0.15505383908748627,0.013413718901574612,0.04325736686587334,0.007880235090851784,0.047451358288526535,0.005003021564334631,0.025822782889008522
0.045078542083501816,0.10850148648023605,0.01173368375748396,0.04361673817038536,0.007294324692338705,0.034228693693876266,0.007238639518618584,0.03203696385025978
0.03828021138906479,0.12557071447372437,0.011298473924398422,0.056658387184143066,0.005935742054134607,0.031990762799978256,0.006263360381126404,0.035238832235336304
0.0339045524597168,0.08993431180715561,0.01043665036559105,0.04834185913205147,0.005641413386911154,0.03407766669988632,0.005642075557261705,0.0221012681722641
0.03116828016936779,0.1029563769698143,0.009729874320328236,0.0441155843436718,0.005240267142653465,0.02710745297372341,,
0.028918489813804626,0.10385579615831375,0.009087031707167625,0.062329988926649094,0.005330507177859545,0.04589952528476715,,
0.027361465618014336,0.08695974200963974,0.00856009777635336,0.04715121164917946,0.00516856461763382,0.028360014781355858,,
0.026207491755485535,0.09257075935602188,0.010615223087370396,0.07438944280147552,0.0048963152803480625,0.03079391084611416,,
0.02454005554318428,0.0856269970536232,0.011362375691533089,0.0630587562918663,0.005036529153585434,0.03511635959148407,,
0.023383919149637222,0.10989296436309814,0.008923837915062904,0.05261193588376045,0.004809612408280373,0.03182965889573097,,
0.023943323642015457,0.07288014143705368,0.008088815957307816,0.06397458165884018,0.0045842803083360195,0.04257138445973396,,
0.022167207673192024,0.09302123636007309,0.007484248373657465,0.059159547090530396,0.004541416186839342,0.03553696721792221,,
0.021534351631999016,0.07383263856172562,0.007325861603021622,0.06883068382740021,0.004237116314470768,0.03363170474767685,,
0.021625619381666183,0.0843055471777916,0.007325552869588137,0.055399347096681595,0.004209821578115225,0.03295942023396492,,
0.02079317718744278,0.0818442851305008,0.007869938388466835,0.06052912399172783,0.003822377184405923,0.03234914690256119,,
0.020847249776124954,0.07258383929729462,0.007255629636347294,0.06603891402482986,0.0036751374136656523,0.03512990474700928,,
0.01952795684337616,0.06501102447509766,0.006511058192700148,0.05818207189440727,0.0034961903002113104,0.039171699434518814,,
0.01874752715229988,0.07988369464874268,0.006336530204862356,0.07772859930992126,0.003474720288068056,0.037841763347387314,,
0.017645301297307014,0.06958115100860596,0.006827046163380146,0.07114711403846741,0.0033320477232337,0.035288870334625244,,
0.017145631834864616,0.08820196986198425,0.0063656046986579895,0.06708499789237976,0.003244004212319851,0.032668791711330414,,
0.016840726137161255,0.07778986543416977,0.005936965811997652,0.07516857981681824,0.0031250149477273226,0.03464527055621147,,
0.015747081488370895,0.07457446306943893,0.006319054402410984,0.0670931413769722,0.0030152364633977413,0.03341466560959816,,
0.015651850029826164,0.0698808953166008,0.006209577899426222,0.06612472981214523,0.0029638861306011677,0.031466368585824966,,
0.015880489721894264,0.07236906886100769,0.006552291568368673,0.06995055079460144,0.00291444081813097,0.04305984079837799,,
0.014931147918105125,0.08048952370882034,0.006444417405873537,0.06873024255037308,0.002909551141783595,0.03722666949033737,,
0.014826325699687004,0.08910313248634338,,,0.002880963496863842,0.036522869020700455,,
0.014739682897925377,0.08713658899068832,,,0.002899493556469679,0.03331428021192551,,
0.01480712741613388,0.07582009583711624,,,0.002724545542150736,0.03654244542121887,,
0.013309544883668423,0.06798763573169708,,,0.002714390866458416,0.03376470133662224,,
0.013467195443809032,0.06947959214448929,,,0.002736694412305951,0.038477376103401184,,
0.01242212112993002,0.07634637504816055,,,0.0028786282055079937,0.035159822553396225,,
0.012630550190806389,0.0692785307765007,,,0.002614956349134445,0.036723364144563675,,
0.01248504500836134,0.06823328137397766,,,0.002491700230166316,0.036621857434511185,,
0.012478722259402275,0.08446971327066422,,,0.0025841579772531986,0.03227417171001434,,
0.01347611378878355,0.0976838693022728,,,0.003101523034274578,0.04705045744776726,,
,,,,0.0034453340340405703,0.03454391285777092,,
,,,,0.0029796729795634747,0.028826018795371056,,
