0.43448365,0.34983078,0.34785584,0.32305828,0.29476234,0.29140353,0.3568457,0.3871973,0.4272004,0.45518494,0.48402742,0.5063479,0.5458847,0.55681235,0.54234654,0.52682287,0.53338456,0.5357317,0.56285757,0.5306031,0.5861927,0.59564984,0.59794575,0.5540447
0.3756879,0.30645362,0.31554553,0.30699855,0.2994814,0.33045754,0.39363652,0.42506906,0.4688325,0.46080187,0.49019885,0.51295125,0.5482015,0.55615366,0.5425637,0.5364232,0.5357829,0.5414446,0.5763802,0.5487597,0.59042984,0.60102093,0.57748884,0.53706056
0.3150834,0.2828938,0.30146235,0.31532994,0.32392305,0.36969873,0.4235274,0.46084306,0.49446556,0.46832484,0.49481675,0.521631,0.5482216,0.5658691,0.55225104,0.55427235,0.54855776,0.5573522,0.5851825,0.5697408,0.5829089,0.5908344,0.5471629,0.520636
0.2701384,0.27824575,0.30514973,0.34152892,0.35687765,0.40611833,0.44512942,0.4905734,0.5082829,0.4825081,0.49880126,0.5267438,0.5401479,0.57436603,0.5651353,0.57073087,0.56149733,0.57430655,0.58279335,0.5858231,0.5717365,0.5748081,0.5263812,0.5150993
0.24547794,0.28770003,0.31495655,0.36972412,0.3885455,0.43353796,0.453699,0.50580287,0.50560606,0.49296188,0.49998352,0.5260702,0.52813745,0.5767822,0.57510316,0.5815035,0.5717891,0.58481586,0.5699401,0.59074706,0.5558169,0.55617005,0.5145197,0.5188158
0.24288175,0.30979478,0.3331057,0.40191388,0.41990578,0.4590005,0.45859438,0.5170694,0.49912822,0.5036843,0.501296,0.5235577,0.5167713,0.5769645,0.5852829,0.591739,0.57869834,0.59053415,0.55106205,0.5888717,0.5407851,0.5394703,0.513781,0.5280931
0.26616636,0.34425625,0.36398503,0.4376784,0.44801065,0.48074603,0.45977032,0.524279,0.48802453,0.5109783,0.49888447,0.5213191,0.51017606,0.58374125,0.5999848,0.60374016,0.58707786,0.5970494,0.533191,0.58940065,0.53484064,0.53748804,0.53293175,0.5562135
0.292092,0.37421882,0.3841436,0.46149027,0.46470165,0.49200067,0.4528452,0.5164926,0.47155705,0.5055052,0.49274144,0.5131933,0.5049215,0.58280313,0.60598475,0.6099947,0.5886202,0.59568745,0.5191279,0.58820564,0.54338515,0.5533579,0.57045376,0.596873
0.32559714,0.40613237,0.4096741,0.48522955,0.48463762,0.50506115,0.46093968,0.51606953,0.46569422,0.5086362,0.49363333,0.5131636,0.50706476,0.5796098,0.6058062,0.6085559,0.5925838,0.5981213,0.521796,0.59565026,0.5646122,0.5815356,0.61536306,0.64531255
0.35488898,0.42559543,0.4224346,0.4872828,0.4922078,0.50426203,0.46986362,0.5127297,0.4662398,0.5152971,0.50065064,0.51953155,0.51497984,0.56819063,0.584934,0.5878256,0.5869231,0.59435046,0.5373044,0.61001956,0.59795994,0.6254539,0.6656417,0.7018861
