0.4074348,0.4660865,0.46921545,0.51488,0.5217144,0.5254727,0.50853765,0.5302378,0.49525508,0.5427951,0.529795,0.5456994,0.5356777,0.56119657,0.55803055,0.5485392,0.56203455,0.5679365,0.53477204,0.60601836,0.61477184,0.6566232,0.70051605,0.7410851
0.4426671,0.49247998,0.49943596,0.5264981,0.53335124,0.5312578,0.53445816,0.5378134,0.52385765,0.577056,0.54535234,0.55596143,0.5238205,0.5249416,0.50991267,0.5034414,0.52711225,0.55951303,0.5429734,0.6347123,0.6554409,0.69842035,0.7451762,0.7769399
0.49420226,0.5373209,0.5492813,0.55647254,0.5602299,0.55333924,0.5718616,0.5568635,0.563266,0.61886036,0.5625105,0.5589371,0.4967176,0.47044435,0.44921762,0.44794035,0.4846121,0.5507839,0.55143476,0.6616707,0.68633306,0.7222948,0.7651165,0.7879403
0.5083408,0.5303433,0.5485045,0.5410002,0.55217034,0.5571387,0.58278596,0.56328577,0.5749437,0.63422287,0.55501646,0.5342399,0.46298927,0.42160985,0.4243132,0.43658254,0.5106999,0.60609233,0.6220038,0.7238854,0.7406103,0.7485109,0.77228594,0.7893034
0.47554824,0.4879474,0.5302395,0.5252381,0.5286161,0.5578895,0.5771707,0.55342895,0.5748295,0.59185535,0.53947985,0.51754254,0.47025567,0.45487204,0.48154002,0.50107974,0.5820518,0.67163104,0.70033914,0.7703638,0.7955482,0.7934053,0.79462135,0.79124445
0.4968641,0.50962704,0.5707894,0.5773966,0.5554913,0.5894705,0.59284216,0.56143874,0.5778312,0.5460014,0.5244456,0.4953575,0.4715762,0.48385847,0.5291278,0.5456746,0.6242757,0.6978571,0.73254746,0.77094996,0.80277324,0.7976743,0.7847888,0.7622314
0.48891705,0.53015226,0.60237676,0.6298201,0.58525914,0.60108167,0.58359087,0.5469054,0.55420434,0.47462124,0.50185424,0.49893302,0.5138944,0.5788908,0.6235281,0.63634425,0.6843828,0.7188907,0.7479892,0.7524063,0.78619415,0.7889238,0.7646715,0.7407856
0.5163943,0.5739862,0.653937,0.68136847,0.62365603,0.5984211,0.5742759,0.534531,0.5204977,0.43179592,0.47337875,0.5077941,0.5435916,0.64621973,0.67827576,0.6906952,0.722287,0.7360558,0.7571019,0.7418946,0.75878286,0.7677802,0.73818755,0.7256788
0.5469215,0.6267978,0.69560206,0.7122329,0.6501427,0.55969864,0.541683,0.5128024,0.47188914,0.42247128,0.45759767,0.54001564,0.57814646,0.71365803,0.714739,0.7307981,0.7467812,0.7544222,0.75252146,0.748719,0.7305548,0.74668705,0.7249656,0.73371273
0.58377296,0.6684444,0.71026766,0.70553094,0.6447145,0.49805126,0.49074596,0.4881646,0.43098733,0.4579832,0.48206258,0.59411573,0.6236948,0.7704189,0.74532896,0.7534357,0.75794584,0.76197207,0.72905916,0.75016886,0.7065841,0.7217628,0.72715884,0.75013185
0.6234237,0.6884407,0.7045966,0.6784405,0.6138615,0.44342703,0.44768277,0.46711588,0.41359434,0.506089,0.5279535,0.6406684,0.6621632,0.7983709,0.7653489,0.76074636,0.7608647,0.76286346,0.70880824,0.74084365,0.69608563,0.7053681,0.7394732,0.75535965
0.64418393,0.6707731,0.6619538,0.61965626,0.55376035,0.40246916,0.42781404,0.48347926,0.45381,0.6013143,0.6148285,0.70496523,0.7040347,0.8186322,0.79528654,0.76752216,0.754628,0.7547124,0.68787974,0.73730284,0.70914936,0.70469683,0.7748695,0.7559115
0.67167497,0.6368043,0.615936,0.5654691,0.49498,0.41468623,0.45906505,0.5360877,0.54149526,0.65841603,0.6792476,0.73177004,0.727629,0.80883086,0.80651784,0.7659573,0.7330564,0.7280145,0.682126,0.72602427,0.7291344,0.71437,0.7869386,0.7089768
0.6757717,0.5873309,0.5809801,0.52435213,0.45824006,0.46118262,0.5312507,0.61150753,0.6477245,0.6792544,0.70535547,0.73795897,0.74371326,0.7952572,0.7971556,0.7573872,0.7076425,0.69983476,0.69903123,0.72130257,0.74359703,0.7235405,0.7578183,0.6363956
0.6436697,0.5280942,0.55603606,0.4983589,0.4501504,0.51429254,0.600544,0.6733102,0.7315199,0.6847462,0.71034265,0.7431044,0.7598028,0.7868118,0.7769152,0.7556442,0.6832815,0.682845,0.7182523,0.71367943,0.7428803,0.72253186,0.71358144,0.5707279
