Fold 0 Train,Fold 0 Val,Fold 1 Train,Fold 1 Val,Fold 2 Train,Fold 2 Val,Fold 3 Train,Fold 3 Val
0.47098439931869507,0.6643009781837463,0.011859611608088017,0.046868402510881424,0.008170312270522118,0.014761560596525669,0.004999437835067511,0.03848709166049957
0.3366730511188507,0.4753457009792328,0.010783824138343334,0.05072188377380371,0.007597442716360092,0.020149247720837593,0.0059453691355884075,0.01582574099302292
0.2475476861000061,0.3742626905441284,0.009904910810291767,0.04048452153801918,0.007108866237103939,0.01355415116995573,0.008579286746680737,0.024126095697283745
0.17798283696174622,0.1747327595949173,0.009598598815500736,0.05715255066752434,0.006470081862062216,0.014443778432905674,0.007503678556531668,0.019374853000044823
0.1306041032075882,0.20296545326709747,0.009457872249186039,0.04785729572176933,0.006717720068991184,0.023118818178772926,0.005217066965997219,0.02553595043718815
0.10576124489307404,0.06845229864120483,0.009731831960380077,0.049566466361284256,0.006703629158437252,0.013554682023823261,,
0.08311270922422409,0.08657684177160263,0.009162313304841518,0.04307674244046211,0.006093202158808708,0.014986979775130749,,
0.0668359249830246,0.06767170876264572,0.00869189016520977,0.049460519105196,0.005621357820928097,0.016914263367652893,,
0.056286055594682693,0.05914974585175514,0.0080640884116292,0.04603130742907524,0.005364451557397842,0.01510793436318636,,
0.04808342829346657,0.0476803183555603,0.007653319742530584,0.05295570194721222,0.005290764383971691,0.016240406781435013,,
0.044535811990499496,0.048743654042482376,0.007758277002722025,0.04807944968342781,0.005416498053818941,0.014848093502223492,,
0.042151276022195816,0.061491310596466064,0.0072999210096895695,0.05057262256741524,0.005393788684159517,0.0156637541949749,,
0.038836993277072906,0.05954216048121452,0.007087581790983677,0.046882256865501404,0.005182092543691397,0.015489614568650723,,
0.03716925531625748,0.04923669621348381,0.007048157975077629,0.05481721833348274,0.005169810261577368,0.017026932910084724,,
0.03418077901005745,0.05616120994091034,0.006892225705087185,0.04353119805455208,0.005074874497950077,0.015301886945962906,,
0.03229793161153793,0.05907125771045685,0.006838636472821236,0.06058875843882561,0.005363818723708391,0.015207628719508648,,
0.030256059020757675,0.05024547502398491,0.006759047042578459,0.049605537205934525,0.0053160409443080425,0.017275149002671242,,
0.029409194365143776,0.07679098099470139,0.006973620038479567,0.04368721321225166,0.004829420242458582,0.015054750256240368,,
0.02814781665802002,0.05176436901092529,0.006925892550498247,0.0570361465215683,0.0047686342149972916,0.01517419796437025,,
0.027236584573984146,0.07884164154529572,0.006381824612617493,0.05123068764805794,0.004740223754197359,0.015772948041558266,,
0.025375427678227425,0.07474737614393234,0.006209747865796089,0.043875351548194885,0.004612715449184179,0.014086934737861156,,
0.023694973438978195,0.07448592782020569,0.006147608160972595,0.05692378804087639,0.00457697082310915,0.014267941005527973,,
0.0224397424608469,0.054947465658187866,0.0062867579981684685,0.057210683822631836,0.004513515625149012,0.014335711486637592,,
0.02388971671462059,0.061703965067863464,0.00610932195559144,0.05819522216916084,0.004546035546809435,0.0176265686750412,,
0.021468017250299454,0.08390966057777405,0.006136471405625343,0.049969565123319626,0.004673347342759371,0.014991824515163898,,
0.020053250715136528,0.07954037189483643,0.006359162740409374,0.05556708946824074,0.00446691969409585,0.013514610938727856,,
0.01969076134264469,0.07526350021362305,0.0059648617170751095,0.05500954017043114,0.004365083295851946,0.01576080545783043,,
0.018254892900586128,0.07097382098436356,0.005752171855419874,0.05552391707897186,0.004251359961926937,0.015844130888581276,,
0.016806621104478836,0.08648547530174255,0.006089289207011461,0.053794946521520615,0.004249542951583862,0.014059603214263916,,
0.015608913265168667,0.09673840552568436,0.006313956808298826,0.0625765323638916,0.004213811829686165,0.016141483560204506,,
0.014977294951677322,0.06892170011997223,0.006152343470603228,0.057754430919885635,0.004249604884535074,0.013540620915591717,,
0.014496698044240475,0.06083454564213753,0.006045772694051266,0.05996248126029968,0.004494779743254185,0.014463844709098339,,
0.013682667165994644,0.08806069940328598,,,0.004308075178414583,0.014039161615073681,,
0.01335971150547266,0.08590063452720642,,,0.004566633142530918,0.015546048991382122,,
0.013427317142486572,0.08373788744211197,,,,,,
0.014687320217490196,0.06517532467842102,,,,,,
0.012744184583425522,0.08192040026187897,,,,,,
0.011635447852313519,0.06978769600391388,,,,,,
0.011302981525659561,0.08982806652784348,,,,,,
0.011124586686491966,0.06416027247905731,,,,,,
0.011191979981958866,0.06761407852172852,,,,,,
0.011790978722274303,0.0645286962389946,,,,,,
0.011240283958613873,0.07865794003009796,,,,,,
0.010682808235287666,0.06863187253475189,,,,,,
0.009879056364297867,0.07417991757392883,,,,,,
0.00956954900175333,0.08122602105140686,,,,,,
0.00905013456940651,0.08651544898748398,,,,,,
0.008878248743712902,0.09661886841058731,,,,,,
0.009179463610053062,0.08103032410144806,,,,,,
0.008665366098284721,0.08292823284864426,,,,,,
